Category,Brand_ID,Brand_Name,Model_ID,Model_Name
Ô tô,38,Dodge,769,Neon
Ô tô,38,Dodge,770,Ram
Ô tô,38,Dodge,771,Stealth
Ô tô,38,Dodge,772,Viper
Ô tô,38,Dodge,773,Voyager
Ô tô,38,Dodge,774,Dòng khác
Ô tô,39,Ferrari,775,456
Ô tô,39,Ferrari,776,458
Ô tô,39,Ferrari,777,575
Ô tô,39,Ferrari,778,California
Ô tô,39,Ferrari,779,F 355
Ô tô,39,Ferrari,780,F 360
Ô tô,39,Ferrari,781,F 512
Ô tô,39,Ferrari,782,Maranello
Ô tô,39,Ferrari,1262,Roma Spider
Ô tô,39,Ferrari,783,Testarossa
Ô tô,39,Ferrari,784,Dòng khác
Ô tô,4,Chevrolet,152,Astro
Ô tô,4,Chevrolet,153,Avanlanche
Ô tô,4,Chevrolet,154,Aveo
Ô tô,4,Chevrolet,155,Beretta
Ô tô,4,Chevrolet,1157,Blazer
Ô tô,4,Chevrolet,1206,Bolt
Ô tô,4,Chevrolet,1207,Bolt EUV
Ô tô,4,Chevrolet,156,Camaro
Ô tô,4,Chevrolet,157,Caprice
Ô tô,4,Chevrolet,158,Captiva
Ô tô,4,Chevrolet,159,Cavalier
Ô tô,4,Chevrolet,160,Chevyvan
Ô tô,4,Chevrolet,161,Colorado
Ô tô,4,Chevrolet,162,Corsica
Ô tô,4,Chevrolet,163,Corvette
Ô tô,4,Chevrolet,164,Cruze
Ô tô,4,Chevrolet,1208,Equinox
Ô tô,4,Chevrolet,165,Explorer
Ô tô,4,Chevrolet,166,Express
Ô tô,4,Chevrolet,167,Impala
Ô tô,4,Chevrolet,168,Ipanema
Ô tô,4,Chevrolet,169,Kalos
Ô tô,4,Chevrolet,170,Lacetti
Ô tô,4,Chevrolet,171,Lumina
Ô tô,4,Chevrolet,172,Malibu
Ô tô,4,Chevrolet,173,Matiz
Ô tô,4,Chevrolet,174,Nubira
Ô tô,4,Chevrolet,175,Orlando
Ô tô,4,Chevrolet,176,Prizm
Ô tô,4,Chevrolet,177,S 10
Ô tô,4,Chevrolet,178,Silverado
Ô tô,4,Chevrolet,1209,Silverado 1500
Ô tô,4,Chevrolet,1210,Sonic
Ô tô,4,Chevrolet,179,Spark
Ô tô,4,Chevrolet,1211,SS
Ô tô,4,Chevrolet,180,SSR
Ô tô,4,Chevrolet,181,Suburban
Ô tô,4,Chevrolet,1212,Tahoe
Ô tô,4,Chevrolet,182,Tracker
Ô tô,4,Chevrolet,1057,Trailblazer
Ô tô,4,Chevrolet,1213,Traverse
Ô tô,4,Chevrolet,986,Trax
Ô tô,4,Chevrolet,183,Venture
Ô tô,4,Chevrolet,184,Vivant
Ô tô,4,Chevrolet,1214,Volt
Ô tô,4,Chevrolet,185,Dòng khác
Ô tô,41,Gaz,791,69
Ô tô,41,Gaz,792,Gazele
Ô tô,41,Gaz,1321,Sobol
Ô tô,41,Gaz,793,Volga
Ô tô,41,Gaz,794,Dòng khác
Ô tô,42,Geely,1290,Coolray
Ô tô,42,Geely,795,Emgrand
Ô tô,42,Geely,796,Englon
Ô tô,42,Geely,1342,EX2
Ô tô,42,Geely,1312,EX5
Ô tô,42,Geely,1313,Monjaro
Ô tô,42,Geely,1347,Okavango
Ô tô,42,Geely,797,Dòng khác
Ô tô,43,GMC,1163,Acadia
Ô tô,43,GMC,1164,Canyon
Ô tô,43,GMC,798,Hummer
Ô tô,43,GMC,799,Savana
Ô tô,43,GMC,1165,Sierra 1500
Ô tô,43,GMC,1166,Terrian
Ô tô,43,GMC,1167,Yukon
Ô tô,43,GMC,800,Dòng khác
Ô tô,44,Haima,801,2
Ô tô,44,Haima,802,3
Ô tô,44,Haima,803,7
Ô tô,44,Haima,1227,7X
Ô tô,44,Haima,1228,7X-E
Ô tô,44,Haima,1226,8S
Ô tô,44,Haima,804,Freema
Ô tô,44,Haima,805,Fstar
Ô tô,44,Haima,806,M3
Ô tô,44,Haima,807,M8
Ô tô,44,Haima,808,S5
Ô tô,44,Haima,809,S7
Ô tô,44,Haima,810,Dòng khác
Ô tô,46,Hummer,815,H2
Ô tô,46,Hummer,816,H3
Ô tô,46,Hummer,817,Dòng khác
Ô tô,47,Infiniti,818,EX
Ô tô,47,Infiniti,819,FX
Ô tô,47,Infiniti,820,G35
Ô tô,47,Infiniti,821,G37
Ô tô,47,Infiniti,822,Q45
Ô tô,47,Infiniti,1011,Q50
Ô tô,47,Infiniti,1062,Q60
Ô tô,47,Infiniti,823,QX
Ô tô,47,Infiniti,1063,QX60
Ô tô,47,Infiniti,1064,QX70
Ô tô,47,Infiniti,1065,QX80
Ô tô,47,Infiniti,824,Dòng khác
Ô tô,48,Jaguar,1296,E Pace
Ô tô,48,Jaguar,825,E Type
Ô tô,48,Jaguar,1012,F PACE
Ô tô,48,Jaguar,826,F Type
Ô tô,48,Jaguar,827,S Type
Ô tô,48,Jaguar,829,XE
Ô tô,48,Jaguar,830,XF
Ô tô,48,Jaguar,831,XJ series
Ô tô,48,Jaguar,832,XK series
Ô tô,48,Jaguar,828,X Type
Ô tô,48,Jaguar,833,Dòng khác
Ô tô,49,Lada,834,110
Ô tô,49,Lada,835,2104
Ô tô,49,Lada,836,2105
Ô tô,49,Lada,837,2106
Ô tô,49,Lada,838,2107
Ô tô,49,Lada,839,2108
Ô tô,49,Lada,840,2109
Ô tô,49,Lada,841,2112
Ô tô,49,Lada,842,2121
Ô tô,49,Lada,1050,320
Ô tô,49,Lada,1048,4x4
Ô tô,49,Lada,1043,Granta
Ô tô,49,Lada,1044,Kalina
Ô tô,49,Lada,1047,Largus
Ô tô,49,Lada,843,Niva
Ô tô,49,Lada,1045,Priora
Ô tô,49,Lada,844,Samara
Ô tô,49,Lada,1046,Vesta
Ô tô,49,Lada,1049,XRay
Ô tô,49,Lada,845,Dòng khác
Ô tô,5,Hyundai,187,Accent
Ô tô,5,Hyundai,188,Atos
Ô tô,5,Hyundai,189,Avante
Ô tô,5,Hyundai,186,Azera
Ô tô,5,Hyundai,190,Centennial
Ô tô,5,Hyundai,191,Click
Ô tô,5,Hyundai,192,County
Ô tô,5,Hyundai,193,Coupe
Ô tô,5,Hyundai,194,Creta
Ô tô,5,Hyundai,1168,Custin
Ô tô,5,Hyundai,195,Dynasty
Ô tô,5,Hyundai,196,Elantra
Ô tô,5,Hyundai,197,eMighty
Ô tô,5,Hyundai,198,Eon
Ô tô,5,Hyundai,199,Equus
Ô tô,5,Hyundai,200,Excel
Ô tô,5,Hyundai,1345,Exter
Ô tô,5,Hyundai,201,Galloper
Ô tô,5,Hyundai,202,Genesis
Ô tô,5,Hyundai,203,Getz
Ô tô,5,Hyundai,204,Gold
Ô tô,5,Hyundai,206,Grandeur
Ô tô,5,Hyundai,210,Grand i10
Ô tô,5,Hyundai,205,Grand Starex
Ô tô,5,Hyundai,207,H 1
Ô tô,5,Hyundai,211,i20
Ô tô,5,Hyundai,212,i30
Ô tô,5,Hyundai,213,i40
Ô tô,5,Hyundai,214,Innovation
Ô tô,5,Hyundai,1129,Ioniq 5
Ô tô,5,Hyundai,1192,Ioniq 7
Ô tô,5,Hyundai,1079,Kona
Ô tô,5,Hyundai,215,Lantra
Ô tô,5,Hyundai,216,Lavita
Ô tô,5,Hyundai,217,Libero
Ô tô,5,Hyundai,218,Maxcruz
Ô tô,5,Hyundai,219,Mighty
Ô tô,5,Hyundai,1169,Palisade
Ô tô,5,Hyundai,220,Pony
Ô tô,5,Hyundai,223,Santa Fe
Ô tô,5,Hyundai,222,S-Coupe
Ô tô,5,Hyundai,1081,Solati
Ô tô,5,Hyundai,224,Sonata
Ô tô,5,Hyundai,1066,Sota
Ô tô,5,Hyundai,225,Starex
Ô tô,5,Hyundai,1134,Stargazer
Ô tô,5,Hyundai,226,Terracan
Ô tô,5,Hyundai,227,Tiburon
Ô tô,5,Hyundai,228,Trajet
Ô tô,5,Hyundai,229,Tucson
Ô tô,5,Hyundai,230,Tuscani
Ô tô,5,Hyundai,231,Universe
Ô tô,5,Hyundai,232,Universe Xpress Luxury
Ô tô,5,Hyundai,233,Veloster
Ô tô,5,Hyundai,1191,Venue
Ô tô,5,Hyundai,234,Veracruz
Ô tô,5,Hyundai,235,Verna
Ô tô,5,Hyundai,236,Xcent
Ô tô,5,Hyundai,237,XG
Ô tô,5,Hyundai,238,Dòng khác
Ô tô,50,Lamborghini,846,Aventador
Ô tô,50,Lamborghini,847,Diablo
Ô tô,50,Lamborghini,848,Gallado
Ô tô,50,Lamborghini,1017,Huracan
Ô tô,50,Lamborghini,849,Murcielago
Ô tô,50,Lamborghini,1019,Urus
Ô tô,50,Lamborghini,850,Dòng khác
Ô tô,51,LandRover,645,Defender
Ô tô,51,LandRover,646,Discovery
Ô tô,51,LandRover,1305,Discovery Sport
Ô tô,51,LandRover,647,Freelander
Ô tô,51,LandRover,648,LR2
Ô tô,51,LandRover,649,Range Rover
Ô tô,51,LandRover,650,Range Rover Evoque
Ô tô,51,LandRover,651,Range Rover Sport
Ô tô,51,LandRover,1020,Range Rover Velar
Ô tô,51,LandRover,652,Range Rover Vogue
Ô tô,51,LandRover,653,Dòng khác
Ô tô,52,Lifan,851,520
Ô tô,52,Lifan,852,620
Ô tô,52,Lifan,1051,S5
Ô tô,52,Lifan,853,Dòng khác
Ô tô,53,Lincoln,854,Aviator
Ô tô,53,Lincoln,855,Continental
Ô tô,53,Lincoln,856,Navigator
Ô tô,53,Lincoln,857,Town car
Ô tô,53,Lincoln,858,Dòng khác
Ô tô,54,Luxgen,859,5
Ô tô,54,Luxgen,860,7 MPV
Ô tô,54,Luxgen,861,7 SUV
Ô tô,54,Luxgen,862,M7
Ô tô,54,Luxgen,863,U6
Ô tô,54,Luxgen,864,U7
Ô tô,54,Luxgen,865,Dòng khác
Ô tô,55,Man,866,CLA
Ô tô,55,Man,867,Dòng khác
Ô tô,56,Maserati,868,Ghibli
Ô tô,56,Maserati,1074,Grancabrio
Ô tô,56,Maserati,1330,GranCabrio Folgore
Ô tô,56,Maserati,869,Gransport
Ô tô,56,Maserati,1022,Granturismo
Ô tô,56,Maserati,1301,Grecale
Ô tô,56,Maserati,1329,Grecale Folgore
Ô tô,56,Maserati,1021,Levante
Ô tô,56,Maserati,870,Quatroporte
Ô tô,56,Maserati,871,Dòng khác
Ô tô,57,Maybach,872,57
Ô tô,57,Maybach,1053,62
Ô tô,57,Maybach,1073,Landaulet
Ô tô,57,Maybach,1052,S600
Ô tô,57,Maybach,873,Dòng khác
Ô tô,58,Mekong,874,Paso
Ô tô,58,Mekong,875,Premio
Ô tô,58,Mekong,876,Pronto
Ô tô,58,Mekong,877,Dòng khác
Ô tô,59,Mercury,878,Sable
Ô tô,59,Mercury,879,Topaz
Ô tô,59,Mercury,880,Villager
Ô tô,59,Mercury,881,Dòng khác
Ô tô,6,Honda,239,Accord
Ô tô,6,Honda,1085,Brio
Ô tô,6,Honda,1086,BR-V
Ô tô,6,Honda,240,City
Ô tô,6,Honda,241,Civic
Ô tô,6,Honda,1300,Civic Type R
Ô tô,6,Honda,1138,Clarity
Ô tô,6,Honda,242,Concerto
Ô tô,6,Honda,243,CR V
Ô tô,6,Honda,244,CR X
Ô tô,6,Honda,245,CR Z
Ô tô,6,Honda,246,Domani
Ô tô,6,Honda,247,Element
Ô tô,6,Honda,248,FIT
Ô tô,6,Honda,1080,HR-V
Ô tô,6,Honda,249,Insight
Ô tô,6,Honda,250,Integra
Ô tô,6,Honda,251,Jazz
Ô tô,6,Honda,252,Legend
Ô tô,6,Honda,253,Life
Ô tô,6,Honda,254,Mobilo
Ô tô,6,Honda,255,NSX
Ô tô,6,Honda,256,Odyssey
Ô tô,6,Honda,257,Passport
Ô tô,6,Honda,258,Pilot
Ô tô,6,Honda,259,Prelude
Ô tô,6,Honda,260,S2000
Ô tô,6,Honda,261,Shuttle
Ô tô,6,Honda,262,Stream
Ô tô,6,Honda,263,Torneo
Ô tô,6,Honda,264,Vigor
Ô tô,6,Honda,265,Z
Ô tô,6,Honda,266,Dòng khác
Ô tô,60,MG,882,350C
Ô tô,60,MG,1266,Cyberster
Ô tô,60,MG,885,Express
Ô tô,60,MG,1272,G50
Ô tô,60,MG,1102,HS
Ô tô,60,MG,1285,MG4
Ô tô,60,MG,1238,MG4 EV
Ô tô,60,MG,883,MG5
Ô tô,60,MG,884,MG6
Ô tô,60,MG,1224,MG7
Ô tô,60,MG,1103,MGZS
Ô tô,60,MG,1289,NewMG5
Ô tô,60,MG,1284,RX5
Ô tô,60,MG,886,ZT
Ô tô,60,MG,887,Dòng khác
Ô tô,61,Opel,888,Antara
Ô tô,61,Opel,889,Astra
Ô tô,61,Opel,890,Combo
Ô tô,61,Opel,891,Corsa
Ô tô,61,Opel,892,GT
Ô tô,61,Opel,893,Omega
Ô tô,61,Opel,894,Record
Ô tô,61,Opel,895,Tigra
Ô tô,61,Opel,896,Vectra
Ô tô,61,Opel,897,Dòng khác
Ô tô,62,Pontiac,898,Aztek
Ô tô,62,Pontiac,899,Fiero
Ô tô,62,Pontiac,900,Firebird
Ô tô,62,Pontiac,901,Solstice
Ô tô,62,Pontiac,902,Trans sport
Ô tô,62,Pontiac,903,Dòng khác
Ô tô,63,Porsche,1059,718
Ô tô,63,Porsche,654,911
Ô tô,63,Porsche,655,Boxster
Ô tô,63,Porsche,656,Carrera
Ô tô,63,Porsche,657,Cayenne
Ô tô,63,Porsche,658,Cayman
Ô tô,63,Porsche,659,Macan
Ô tô,63,Porsche,1273,Macan EV
Ô tô,63,Porsche,660,Panamera
Ô tô,63,Porsche,1100,Taycan
Ô tô,63,Porsche,661,Dòng khác
Ô tô,64,Proton,904,Arena
Ô tô,64,Proton,905,Perdana
Ô tô,64,Proton,906,Tiara
Ô tô,64,Proton,907,Wira
Ô tô,64,Proton,908,Dòng khác
Ô tô,65,Renault,662,11
Ô tô,65,Renault,663,19
Ô tô,65,Renault,664,21
Ô tô,65,Renault,665,25
Ô tô,65,Renault,666,Clio
Ô tô,65,Renault,667,Duster
Ô tô,65,Renault,668,Fluence
Ô tô,65,Renault,669,Kangoo
Ô tô,65,Renault,670,Koleos
Ô tô,65,Renault,671,Laguna
Ô tô,65,Renault,672,Latitude
Ô tô,65,Renault,673,Logan
Ô tô,65,Renault,674,Megane
Ô tô,65,Renault,675,Safrane
Ô tô,65,Renault,676,Sandero
Ô tô,65,Renault,677,Sport Spider
Ô tô,65,Renault,1069,Talisman
Ô tô,65,Renault,678,Trafic
Ô tô,65,Renault,679,Wind
Ô tô,65,Renault,680,Dòng khác
Ô tô,66,Rolls Royce,1216,Cullinan
Ô tô,66,Rolls Royce,1256,Droptail Arcadia
Ô tô,66,Rolls Royce,981,Ghost
Ô tô,66,Rolls Royce,982,Park ward
Ô tô,66,Rolls Royce,983,Phantom
Ô tô,66,Rolls Royce,1217,Spectre
Ô tô,66,Rolls Royce,984,Wraith
Ô tô,66,Rolls Royce,985,Dòng khác
Ô tô,67,Rover,909,100
Ô tô,67,Rover,910,200
Ô tô,67,Rover,911,400
Ô tô,67,Rover,912,800
Ô tô,67,Rover,913,Dòng khác
Ô tô,68,Samsung,914,QM5
Ô tô,68,Samsung,915,SM3
Ô tô,68,Samsung,916,SM5
Ô tô,68,Samsung,917,SM7
Ô tô,68,Samsung,918,Dòng khác
Ô tô,69,Scion,919,Tc
Ô tô,69,Scion,920,Xd
Ô tô,69,Scion,921,Dòng khác
Ô tô,7,Mazda,267,2
Ô tô,7,Mazda,268,3
Ô tô,7,Mazda,269,323
Ô tô,7,Mazda,270,323F
Ô tô,7,Mazda,271,5
Ô tô,7,Mazda,272,6
Ô tô,7,Mazda,273,626
Ô tô,7,Mazda,274,929
Ô tô,7,Mazda,275,Atenza
Ô tô,7,Mazda,276,AZ
Ô tô,7,Mazda,277,B series
Ô tô,7,Mazda,278,BT 50
Ô tô,7,Mazda,279,Carol
Ô tô,7,Mazda,988,CX 3
Ô tô,7,Mazda,1106,CX-30
Ô tô,7,Mazda,280,CX 5
Ô tô,7,Mazda,281,CX 7
Ô tô,7,Mazda,1088,CX 8
Ô tô,7,Mazda,1190,CX-80
Ô tô,7,Mazda,282,CX 9
Ô tô,7,Mazda,283,Eunos
Ô tô,7,Mazda,284,Millenia
Ô tô,7,Mazda,285,MPV
Ô tô,7,Mazda,286,MX 3
Ô tô,7,Mazda,287,MX 5
Ô tô,7,Mazda,288,MX 6
Ô tô,7,Mazda,289,Pickup
Ô tô,7,Mazda,290,Premacy
Ô tô,7,Mazda,291,RX 7
Ô tô,7,Mazda,292,RX 8
Ô tô,7,Mazda,293,Tribute
Ô tô,7,Mazda,294,Xedos 9
Ô tô,7,Mazda,295,Dòng khác
Ô tô,70,Ssangyong,1024,Actyon
Ô tô,70,Ssangyong,681,Chairman
Ô tô,70,Ssangyong,682,Family
Ô tô,70,Ssangyong,683,Istana
Ô tô,70,Ssangyong,684,Korando
Ô tô,70,Ssangyong,685,Kyron
Ô tô,70,Ssangyong,686,Musso
Ô tô,70,Ssangyong,687,Rexton
Ô tô,70,Ssangyong,1025,Stavic
Ô tô,70,Ssangyong,688,Tivoli
Ô tô,70,Ssangyong,1026,XLV
Ô tô,70,Ssangyong,689,Dòng khác
Ô tô,71,Subaru,1027,BRZ
Ô tô,71,Subaru,1264,Crosstrek
Ô tô,71,Subaru,922,Forester
Ô tô,71,Subaru,923,Impreza
Ô tô,71,Subaru,924,Legacy
Ô tô,71,Subaru,1028,Levord
Ô tô,71,Subaru,1068,Levorg
Ô tô,71,Subaru,925,Outback
Ô tô,71,Subaru,926,Tribeca
Ô tô,71,Subaru,1029,WRX
Ô tô,71,Subaru,927,XV
Ô tô,71,Subaru,928,Dòng khác
Ô tô,72,SYM,929,T1000
Ô tô,72,SYM,930,T880
Ô tô,72,SYM,931,V11
Ô tô,72,SYM,932,V5
Ô tô,72,SYM,933,Dòng khác
Ô tô,73,Tesla,1032,3
Ô tô,73,Tesla,934,S
Ô tô,73,Tesla,1033,X
Ô tô,73,Tesla,980,Dòng khác
Ô tô,76,Volvo,961,340
Ô tô,76,Volvo,962,360
Ô tô,76,Volvo,963,460
Ô tô,76,Volvo,964,740
Ô tô,76,Volvo,965,760
Ô tô,76,Volvo,966,850
Ô tô,76,Volvo,967,940
Ô tô,76,Volvo,968,960
Ô tô,76,Volvo,1218,C40
Ô tô,76,Volvo,969,C70
Ô tô,76,Volvo,1271,EC40
Ô tô,76,Volvo,1341,EX60
Ô tô,76,Volvo,970,S60
Ô tô,76,Volvo,1034,S90
Ô tô,76,Volvo,1114,V60 Cross Country
Ô tô,76,Volvo,971,V70
Ô tô,76,Volvo,1294,V90
Ô tô,76,Volvo,1115,V90 Cross Country
Ô tô,76,Volvo,1089,XC40
Ô tô,76,Volvo,1035,XC60
Ô tô,76,Volvo,972,XC90
Ô tô,76,Volvo,973,Dòng khác
Ô tô,77,Zotye,974,T600
Ô tô,77,Zotye,1181,T700
Ô tô,77,Zotye,1182,T800
Ô tô,77,Zotye,975,Z100
Ô tô,77,Zotye,976,Z300
Ô tô,77,Zotye,977,Z500
Ô tô,77,Zotye,978,Dòng khác
Ô tô,78,UAZ,1054,Hunter
Ô tô,78,UAZ,1056,Patriot
Ô tô,78,UAZ,1055,Pickup
Ô tô,78,UAZ,1111,Dòng khác
Ô tô,79,Brand_79,1058,Sandero
Ô tô,79,Brand_79,1076,Dòng khác
Ô tô,8,Audi,296,100
Ô tô,8,Audi,297,200
Ô tô,8,Audi,298,80
Ô tô,8,Audi,299,90
Ô tô,8,Audi,300,A1
Ô tô,8,Audi,301,A2
Ô tô,8,Audi,302,A3
Ô tô,8,Audi,303,A4
Ô tô,8,Audi,304,A5
Ô tô,8,Audi,305,A6
Ô tô,8,Audi,306,A7
Ô tô,8,Audi,307,A8
Ô tô,8,Audi,1193,A8L
Ô tô,8,Audi,1139,Allroad
Ô tô,8,Audi,308,Cabriolet
Ô tô,8,Audi,309,Coupe
Ô tô,8,Audi,1239,E-tron
Ô tô,8,Audi,1137,E-tron GT
Ô tô,8,Audi,1005,Q2
Ô tô,8,Audi,310,Q3
Ô tô,8,Audi,311,Q5
Ô tô,8,Audi,1315,Q6 e-tron
Ô tô,8,Audi,312,Q7
Ô tô,8,Audi,1132,Q8
Ô tô,8,Audi,313,Quattro
Ô tô,8,Audi,1002,R8
Ô tô,8,Audi,1003,RS
Ô tô,8,Audi,1004,S8
Ô tô,8,Audi,314,TT
Ô tô,8,Audi,315,V8
Ô tô,8,Audi,316,Dòng khác
Ô tô,80,VinFast,1346,EC 16
Ô tô,80,VinFast,1310,EC VAN
Ô tô,80,VinFast,1082,Fadil
Ô tô,80,VinFast,1281,Herio Green
Ô tô,80,VinFast,1279,Limo Green
Ô tô,80,VinFast,1130,Lux A2.0
Ô tô,80,VinFast,1131,Lux SA2.0
Ô tô,80,VinFast,1280,Minio Green
Ô tô,80,VinFast,1335,MPV 7
Ô tô,80,VinFast,1282,Nerio Green
Ô tô,80,VinFast,1032,President
Ô tô,80,VinFast,1348,VF2
Ô tô,80,VinFast,1183,VF3
Ô tô,80,VinFast,1133,VF5
Ô tô,80,VinFast,1184,VF5 Plus
Ô tô,80,VinFast,1185,VF6
Ô tô,80,VinFast,1189,VF7
Ô tô,80,VinFast,1112,VF8
Ô tô,80,VinFast,1255,VF8 Lux
Ô tô,80,VinFast,1113,VF9
Ô tô,80,VinFast,1104,VFe34
Ô tô,80,VinFast,1084,Dòng khác
Ô tô,81,RAM,1117,1500
Ô tô,81,RAM,1118,Dòng khác
Ô tô,82,HongQi,1128,E-HS9
Ô tô,82,HongQi,1125,H9
Ô tô,82,HongQi,1126,Dòng khác
Ô tô,83,Haval,1172,Dòng khác
Ô tô,83,Haval,1171,H6
Ô tô,83,Haval,1283,Jolion
Ô tô,84,Skoda,1188,Dòng khác
Ô tô,84,Skoda,1186,Karoq
Ô tô,84,Skoda,1187,Kodiaq
Ô tô,84,Skoda,1318,Kushaq
Ô tô,84,Skoda,1338,Octavia
Ô tô,84,Skoda,1339,Peaq
Ô tô,84,Skoda,1317,Slavia
Ô tô,85,Lynk&Co,1225,Dòng khác
Ô tô,85,Lynk&Co,1196,01
Ô tô,85,Lynk&Co,1343,02
Ô tô,85,Lynk&Co,1197,03
Ô tô,85,Lynk&Co,1198,05
Ô tô,85,Lynk&Co,1253,06
Ô tô,85,Lynk&Co,1327,08
Ô tô,85,Lynk&Co,1199,09
Ô tô,86,Genesis,1215,Dòng khác
Ô tô,86,Genesis,1200,Electrified GV70
Ô tô,86,Genesis,1201,G70
Ô tô,86,Genesis,1202,G80
Ô tô,86,Genesis,1203,G90
Ô tô,86,Genesis,1204,GV60
Ô tô,86,Genesis,1205,GV70
Ô tô,87,Wuling,1236,Dòng khác
Ô tô,87,Wuling,1261,Bingo
Ô tô,87,Wuling,1344,Grango
Ô tô,87,Wuling,1237,Hongguang Mini EV
Ô tô,87,Wuling,1234,Mini EV LV1
Ô tô,87,Wuling,1235,Mini EV LV2
Ô tô,87,Wuling,1328,Xingguang
Ô tô,88,GAC,1252,Dòng khác
Ô tô,88,GAC,1250,GS8
Ô tô,88,GAC,1263,M6 Pro
Ô tô,88,GAC,1251,M8
Ô tô,89,McLaren,1260,Dòng khác
Ô tô,89,McLaren,1259,750S
Ô tô,9,BMW,317,1 Series
Ô tô,9,BMW,318,2 Series
Ô tô,9,BMW,319,3 Series
Ô tô,9,BMW,994,4 Series
Ô tô,9,BMW,1322,535i
Ô tô,9,BMW,321,5 Series
Ô tô,9,BMW,322,6 Series
Ô tô,9,BMW,323,7 Series
Ô tô,9,BMW,324,8 Series
Ô tô,9,BMW,325,Alpina
Ô tô,9,BMW,326,i3
Ô tô,9,BMW,1140,i4
Ô tô,9,BMW,1195,i5
Ô tô,9,BMW,1141,i7
Ô tô,9,BMW,327,i8
Ô tô,9,BMW,1142,iX
Ô tô,9,BMW,1240,iX3
Ô tô,9,BMW,995,M2
Ô tô,9,BMW,329,M3
Ô tô,9,BMW,330,M4
Ô tô,9,BMW,331,M5
Ô tô,9,BMW,332,M6
Ô tô,9,BMW,328,M Coupe
Ô tô,9,BMW,333,X1
Ô tô,9,BMW,1119,X2
Ô tô,9,BMW,334,X3
Ô tô,9,BMW,335,X4
Ô tô,9,BMW,336,X5
Ô tô,9,BMW,337,X6
Ô tô,9,BMW,1092,X7
Ô tô,9,BMW,1311,XM
Ô tô,9,BMW,338,Z3
Ô tô,9,BMW,339,Z4
Ô tô,9,BMW,1162,Z4 Roadster
Ô tô,9,BMW,340,Z8
Ô tô,9,BMW,341,Dòng khác
Ô tô,90,Aion,1269,Dòng khác
Ô tô,90,Aion,1267,ES
Ô tô,90,Aion,1268,Y Plus
Ô tô,91,GWM,1276,Dòng khác
Ô tô,91,GWM,1275,Tank
Ô tô,92,Dongfeng,1278,Dòng khác
Ô tô,92,Dongfeng,1277,Box
Ô tô,92,Dongfeng,1334,Huge
Ô tô,92,Dongfeng,1333,Mage
Ô tô,93,Jeacoo,1355,Dòng khác
Ô tô,93,Jeacoo,1351,J5 BEV
Ô tô,93,Jeacoo,1349,J5 ICE Premium
Ô tô,93,Jeacoo,1350,J5 SHS-H
Ô tô,93,Jeacoo,1352,J7
Ô tô,93,Jeacoo,1353,J7 AWD
Ô tô,93,Jeacoo,1354,J7 PHEV
Ô tô,94,Omoda,1358,Dòng khác
Ô tô,94,Omoda,1356,C5
Ô tô,94,Omoda,1357,C5 SHS-H
