source,subject,price_raw,price_clean,battery_status
otodien_B2C,VinFast VF9 2023 Plus cũ - 53000 km,799 triệu,799000000,Cần phân tích
otodien_B2C,VinFast Limo Green 2025 - 27000 km,675 triệu,675000000,Cần phân tích
otodien_B2C,BÁN NHANH MVP 7 - SẴN XE - GIÁ ĐẸP,612 triệu,612000000,Cần phân tích
otodien_B2C,"🚗 VINFAST LIMO GREEN NEW 100% – MPV ĐIỆN 7 CHỖ, RỘNG RÃI, SẴN SÀNG BÀN GIAO",699 triệu,699000000,Cần phân tích
otodien_B2C,VinFast VF5 2024 Plus cũ - 49000 km,395 triệu,395000000,Cần phân tích
otodien_B2C,VinFast VF5 2025 Plus - 49000 km,380 triệu,380000000,Cần phân tích
otodien_B2C,VinFast VF9 2024 Plus - 40000 km,1 tỷ 150 triệu,1150000000,Cần phân tích
otodien_B2C,🔥 VF8 Plus – Vin25 – Màu Đen – Sẵn Xe – Giao Ngay 🔥,918 triệu,918000000,Cần phân tích
otodien_B2C,VinFast VF5 2025 Plus - 70000 km,348 triệu,348000000,Cần phân tích
otodien_B2C,SẴN VF8 ECO PLUS - VIN 25 26 - ĐỦ MÀU 🔥🔥,780 triệu,780000000,Cần phân tích
otodien_B2C,🔥 VF7 ECO VIN26 – GIẢM THẲNG 122TR 🔥,695 triệu,695000000,Cần phân tích
otodien_B2C,VinFast VF6 2026 Eco - 30000 km,565 triệu,565000000,Cần phân tích
otodien_B2C,🔥 VINFAST VF6 ECO - GIÁ CỰC ƯU ĐÃI 🔥,605 triệu,605000000,Cần phân tích
otodien_B2C,Vinfast VF3 Plus 2026 màu xám xi măng mới,296 triệu,296000000,Cần phân tích
otodien_B2C,🔥 VINFAST VF5 PLUS – GIÁ TỐT GIAO NGAY 🔥,440 triệu,440000000,Cần phân tích
otodien_B2C,🛍️ 𝐕𝐅 𝟑 Eco - CHỈ HƠN 260 TRIỆU 🔥,262 triệu,262000000,Cần phân tích
otodien_B2C,VinFast VF6 2025 Eco - 49000 km,378 triệu,378000000,Cần phân tích
otodien_B2C,🔥 VF MPV 7 – Đủ Màu – Sẵn Xe – Giao Ngay 🔥,704 triệu,704000000,Cần phân tích
otodien_B2C,🔥 VF MPV 7 – Màu Trắng – Sẵn Xe – Giao Ngay 🔥,699 triệu,699000000,Cần phân tích
otodien_B2C,🤜🚐 VINFAST EC VAN – TRẢ TRƯỚC 36 TRIỆU NHẬN XE,245 triệu,245000000,Cần phân tích
otodien_B2C,"🚗 VINFAST MINIO GREEN NEW 100% – XE ĐIỆN ĐÔ THỊ NHỎ GỌN, TIẾT KIỆM, SẴN XE TƯ VẤN",188 triệu,188000000,Cần phân tích
otodien_B2C,VinFast VF5 2024 Plus - 90000 km,340 triệu,340000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 8 NEW 100% – GIÁ TỐT, SẴN XE GIAO NGAY",1 tỷ 199 triệu,1199000000,Cần phân tích
otodien_B2C,VinFast Limo Green 2025 - 29000 km,635 triệu,635000000,Cần phân tích
otodien_B2C,🔥 VINFAST LIMO GREEN - HÀNG HÓT NÓNG HỔI 🔥,625 triệu,625000000,Cần phân tích
otodien_B2C,"🔥 VINFAST VF 9 NEW 100% – GIÁ TỐT, HỖ TRỢ TRẢ GÓP LINH HOẠT",1 tỷ 529 triệu,1529000000,Cần phân tích
otodien_B2C,VinFast VF9 2025 Plus cũ - 70000 km,1 tỷ 170 triệu,1170000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 9 NEW 100% – SUV ĐIỆN HẠNG SANG, ĐẲNG CẤP DẪN ĐẦU, SẴN XE GIAO NGAY",1 tỷ 348 triệu,1348000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 8 ALL NEW 100% – SUV ĐIỆN CAO CẤP, THIẾT KẾ MỚI, SẴN XE GIAO NGAY",848 triệu,848000000,Cần phân tích
otodien_B2C,"⚡ VINFAST VF 6 NEW 100% – THIẾT KẾ TRẺ TRUNG, CÔNG NGHỆ THÔNG MINH",614 triệu,614000000,Cần phân tích
otodien_B2C,🚙 VF9 Plus – SUV điện cỡ lớn - Đẳng cấp 🔥,1 tỷ 367 triệu,1367000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 6 NEW 100% – SUV ĐIỆN THÔNG MINH, THIẾT KẾ HIỆN ĐẠI, SẴN XE GIAO NGAY",646 triệu,646000000,Cần phân tích
otodien_B2C,VinFast VF7 2024 Eco - 53000 km,625 triệu,625000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 6 NEW 100% – SUV ĐIỆN HIỆN ĐẠI, SẴN XE GIAO NGAY",700 triệu,700000000,Cần phân tích
otodien_B2C,✨ VINFAST VF9 PLUS ĐEN - ĐẲNG CẤP DẪN ĐẦU ✨,1 tỷ 393 triệu,1393000000,Cần phân tích
otodien_B2C,VinFast VF8 2022 Plus - 36000 km,645 triệu,645000000,Cần phân tích
otodien_B2C,"🔥 VINFAST VF 7 NEW 100% – GIÁ TỐT, HỖ TRỢ TRẢ GÓP HẤP DẪN",703 triệu,703000000,Cần phân tích
otodien_B2C,VinFast VF8 2023 Eco cũ - 60000 km,635 triệu,635000000,Cần phân tích
otodien_B2C,🔥 VF8 Plus  – Vin26 – Màu Trắng – Sẵn Xe – Giao Ngay 🔥,993 triệu,993000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF MPV 7 NEW 100% – MPV ĐIỆN 7 CHỖ HIỆN ĐẠI, NHẬN TƯ VẤN NGAY",750 triệu,750000000,Cần phân tích
otodien_B2C,VinFast VF8 2023 Plus cũ - 80000 km,755 triệu,755000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 3 NEW 100% – MINI SUV ĐIỆN CÁ TÍNH, SẴN XE GIAO NGAY",290 triệu,290000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 5 NEW 100% – SUV ĐIỆN ĐÔ THỊ, GIÁ TỐT, SẴN XE GIAO NGAY",446 triệu,446000000,Cần phân tích
otodien_B2C,VinFast VF8 2023 Eco cũ - 61000 km,585 triệu,585000000,Cần phân tích
otodien_B2C,VinFast VF6 2024 Plus - 30000 km,600 triệu,600000000,Cần phân tích
otodien_B2C,VinFast VF5 2025 Plus - 29000 km,420 triệu,420000000,Cần phân tích
otodien_B2C,"🚗 VINFAST VF 7 NEW 100% – SUV ĐIỆN THỂ THAO, CÔNG NGHỆ HIỆN ĐẠI, SẴN XE GIAO NGAY",830 triệu,830000000,Cần phân tích
