list_id,cohort,crawl_date,is_trackable,model_source,family,condition,year,odo_km,region,seller_key,price_vnd,scope_eligible,price_eligible,review_reasons,battery_topic,financing_mention,promo_mention,subject
134582146,legacy_unknown_crawl_date,,False,Limo Green,Limo Green,New,2026,,Can Tho City,2962964,79000000,True,False,low_price_review,Not mentioned,True,True,🚘 Limo Green Mới 2026 chỉ trả 79tr nhận xe
133712910,legacy_unknown_crawl_date,,False,VF7,VF7,New,2026,,Ho Chi Minh City,16075472,730000000,False,False,title_model_conflict,Not mentioned,True,True,VF MPV 7 GIÁ ƯU ĐÃI THÁNG 7 - BAO HS XẤU
133460904,legacy_unknown_crawl_date,,False,VF5 Plus,VF5,New,2026,,Ho Chi Minh City,17005303,47100000,True,False,low_price_review,Not mentioned,False,True,Vinfast VF5 Plus 2026 Đa dạng
133461237,legacy_unknown_crawl_date,,False,Limo Green,Limo Green,New,2026,,Ho Chi Minh City,17005303,68000000,True,False,low_price_review,Not mentioned,False,True,Vinfast Limo Green 2026 98tr hỗ trợ anh em nợ xấu
134574271,legacy_unknown_crawl_date,,False,VF5 Plus,VF5,New,2026,,Can Tho City,2962964,39000000,True,False,low_price_review; upfront_price_match,Not mentioned,True,True,🚘 VF5 Plus. Chỉ cần 39 triệu nhận xe
134570732,legacy_unknown_crawl_date,,False,MPV 7,MPV7,New,2026,,Ho Chi Minh City,17407422,0,True,False,nonpositive_price; low_price_review,Not mentioned,True,True,VinFast MPV 7 2026 chỉ từ 7 Triệu/tháng
134570744,legacy_unknown_crawl_date,,False,Limo Green,Limo Green,New,2026,,Ho Chi Minh City,17407422,0,True,False,nonpositive_price; low_price_review,Not mentioned,True,True,VinFast Limo Green giảm hơn 50 triệu ko chính sách
133965848,legacy_unknown_crawl_date,,False,VF5 Plus,VF5,New,2026,,Ho Chi Minh City,18919731,644000000,False,False,title_model_conflict,Not mentioned,False,False,🔥 MUA LIMO GREEN ĐỦ MÀU-GIAO NGAY-VAY NHANH-90%
134584454,legacy_unknown_crawl_date,,False,Dòng khác,Dòng khác,Used,2026,0.0,Hanoi,32510914,632000000,False,False,unknown_ev_model; title_model_conflict,Not mentioned,True,True,Vinfast Mpv7 Trắng
134213975,legacy_unknown_crawl_date,,False,VF5,VF5,New,2026,,Ho Chi Minh City,23646258,406000000,True,False,upfront_price_match,Not mentioned,True,False,🔥 𝐕𝐅𝟓 𝟐𝟎𝟐𝟔 • Từ 400tr 2𝟎𝐓𝐑 𝐍𝐇𝐀̣̂𝐍 𝐗𝐄 • 𝐗𝐄 𝐆𝐈𝐀𝐎 𝐍𝐆𝐀𝐘
130988843,legacy_unknown_crawl_date,,False,VF3,VF3,New,2026,,Ho Chi Minh City,18919731,740000000,False,False,title_model_conflict,Not mentioned,True,True,"VF7 120TR NHẬN XE ""KHÔNG MUA"" CHẮC CHẮN HỐI TIẾC"
132151381,legacy_unknown_crawl_date,,False,Dòng khác,Dòng khác,New,2026,,Ho Chi Minh City,27487996,758000000,False,False,unknown_ev_model; title_model_conflict,Not mentioned,True,True,VINFAST VF7 PLUS  - CHỈ CẦN ĐƯA TRƯỚC 10%
134568192,legacy_unknown_crawl_date,,False,VF3,VF3,Used,2025,25000.0,Can Tho City,1574317,59000000,True,False,low_price_review,Not mentioned,True,False,vf3 góp nối. bao nợ xấu. xe trả góp
134568090,legacy_unknown_crawl_date,,False,VF3,VF3,Used,2025,34000.0,Can Tho City,1574317,60000000,True,False,low_price_review,Not mentioned,False,False,xe góp nối VF3 bao nợ xấu.
